28,Heather,YOUNG,70,computer science,Cis347,RUenYaV9S?YKk.YQ6}Un+M9GWQnPvqWdrpn^4drU??yeQu}DVrW*Mbds§2vAbtssrBrS?2S♫d2>{kUQb@K@}_VVz)kK}w.(}%4a/F>SRt4r9d.4VZuEd.YS9>e(dtBn§S-53-69-104-37-12-61,5-08/12/2022-78-continue the hard work&4-08/12/2022-8-continue the hard work&5-08/12/2022-78-continue the hard work&4-08/12/2022-8-continue the hard work
29,Eric,HERNANDEZ,43,computer science,Cis356,R?EfRv/U?Z}dYzrKA3§BR)*.tV>kQk/.ZwSP9QRQvSnb>SQWbr7CA2fDU?.2YBrvG/PUF99k2SZUQd2)qQ9%D_btRbkD/SP.4b?.}PYdz?uUzhv(UjV?@FU.rd%Q?w^WM-54-17-113-69-50-3,4-08/12/2022-78-continue the hard work&3-07/12/2022-80-continue the hard work&4-08/12/2022-78-continue the hard work&3-07/12/2022-80-continue the hard work
30,Elizabeth,KING,73,computer science,Cis357,9>vV?DbWZ$r+{FP9zr}@da(*D.s/db^Sf♞^z@..SU)}raZS9(9Qbbn?Srg*/b2vULKnd!Uht@g6K?YFW2r4SK{WC*{QV.u_§Pn?{9YvKmr}ruV@SPW3V/r)YbS)EZ@♞3{-104-97-81-127-114-120,2-08/12/2022-1-continue the hard work&3-07/12/2022-62-continue the hard work&2-08/12/2022-1-continue the hard work&3-07/12/2022-62-continue the hard work
31,Adam,WRIGHT,29,computer science,Cis367,+zQC*tqg.V)WS)nFU.YsS.*s^rUSkaSvSB9Et@k$n9zFDS}/@Yx.d{V.!*6SW**§S9.Q@k2dk@e?2dPLvr9.U9/!yCErj)rV99y*t9QNCVU(C<)ZCnDs2./erd{uQ29t9-89-121-50-109-25-92,2-08/12/2022-62-continue the hard work&5-07/12/2022-56-continue the hard work&2-08/12/2022-62-continue the hard work&5-07/12/2022-56-continue the hard work
32,Megan,LOPEZ,22,computer science,Cis456,PY9uh)k9KZr?*nAEqu/jgZdqP6?%vBwS§rR*ytV6DM2vq.t9Q9EaYk♫v%d*vZvZvsvUE2uZ*C??M*@6)z>d9DjWW2(♫VRE.p!d?{VCYL§P♫4Sn§UnhG>g♫W%>k4Z♫.PR2-85-51-43-53-83-19,1-08/12/2022-82-continue the hard work&5-07/12/2022-53-continue the hard work&1-08/12/2022-82-continue the hard work&5-07/12/2022-53-continue the hard work
33,Melissa,HILL,61,computer science,Cis457,?rnMVgghdd^tqKA6.UQS?nzrAbSV§4R?Ad@PD/K?+tVVS♞$/UVk/z%*2qDU+4Etz4)dQP49^*P/VPAU{}S9?/S@y@Sz?ktn.Zs>9)NQ??S.E6PSnQ.vp@>44@.{zP/PQd-5-56-29-94-15-114,0-08/12/2022-9-continue the hard work&6-07/12/2022-32-continue the hard work&0-08/12/2022-9-continue the hard work&6-07/12/2022-32-continue the hard work
34,Kevin,SCOTT,68,computer science,Cis467,6QakvU2zsBg$Sny9w§y2?+!FUYVWU_U@?ZGGYPUaYyZz>!xP%r%@bVfE_NrAq§@E9_YZ@EP4rt{E9r3cF.QK*fz)r9bu.QFdbzk>SYP}?SU9haqq%9YAdkn/r%?^FU♫V}-79-39-73-108-78-46,2-07/12/2022-92-continue the hard work&0-07/12/2022-17-continue the hard work&2-07/12/2022-92-continue the hard work&0-07/12/2022-17-continue the hard work
35,Steven,GREEN,19,computer science,Cis567,>b2BPndU?9dgWN?g.9u@AuQpnSuc(+P@?v*4F%7URBz(v%.)B9PusWV/tYwC>b{hrpD6V)fzP4YygS?hu>@rYqZ?S)VP%%S)D.Uz.k2+P.Z}y*F♫+z99yy♞}?dSQNU@?b-76-1-38-67-27-70,3-07/12/2022-77-continue the hard work&2-07/12/2022-22-continue the hard work&3-07/12/2022-77-continue the hard work&2-07/12/2022-22-continue the hard work
36,Thomas,ADAMS,45,computer science,Cis123,{Qrn(YM{Syzr.rQbv9bQ♞Dypp%)dZtkbYE)M?PA9VB/BtBvKVvUSbs29Eyv?!@2(*a♫SABMQB%r9UEU$rg_vf/)zQ?DS{Wz?xPdr_9@♞dssWj4K*RV?.z?eP{/QVcZP()-15-108-55-57-96-124,3-07/12/2022-95-continue the hard work&0-07/12/2022-60-continue the hard work&3-07/12/2022-95-continue the hard work&0-07/12/2022-60-continue the hard work
37,Timothy,BAKER,49,computer science,Cis124,vvYv§.{Y/422{@*?_?.PQBQg)SSN99vC6S.rG+SFe+r?r2uWQv{QbrSdNz9rr@%a6VBPp*Ph2V?tG6RGPR${U%PwnR@_rZK(Q*d?@@rcas@nPbt*.QAb?{t?F^)rg?^B}-68-75-57-29-77-103,1-07/12/2022-70-continue the hard work&3-07/12/2022-86-continue the hard work&1-07/12/2022-70-continue the hard work&3-07/12/2022-86-continue the hard work
38,Christina,GONZALEZ,73,computer science,Cis125,Y4yd?sC.}YP>PMS$@S$rG?)q49LPkB§nR+2MvZ}UbPf6t%♫d4bGFdR)P4z@9rk!v_SydnnW64*_}ErSs♫(rmY*.QM6U@Z6rQY?^SSPn2sEpQYW?G??nLVrR)UP+Zs}s{d-83-43-117-59-34-68,3-07/12/2022-80-continue the hard work&2-07/12/2022-38-continue the hard work&3-07/12/2022-80-continue the hard work&2-07/12/2022-38-continue the hard work
39,Kyle,NELSON,22,computer science,Cis126,zn)ZsPt4%6r4?ZZP§6nbN%fVa4EFp>)?nKuE♫EG2>LBpDP%.A?4$U2/S?@USZYeLtk4EVWR§Cs@L/@*a?rr4B9Z./F_Yh.y4{CbURPqNSbNU?.9rse♞@4PQP?5LN.4*L%-22-28-34-121-17-1,4-07/12/2022-29-continue the hard work&6-08/12/2022-30-continue the hard work&4-07/12/2022-29-continue the hard work&6-08/12/2022-30-continue the hard work
40,Rachel,CARTER,38,computer science,Cis127,9ka§??suLpr4Gz_@R/eDRW@9Yz9Zk{Sy96Urhw♞K§2S2nY9bZ{z+KFUr{?SB?zK4URQsq{{QYVerEGSVbpQV%N@VUkvQk*EeRp♫P§22Vb.n.b*eeF26W(?nYrk?Sz@d6r-41-37-106-47-120-33,0-07/12/2022-16-continue the hard work&1-07/12/2022-19-continue the hard work&0-07/12/2022-16-continue the hard work&1-07/12/2022-19-continue the hard work
41,Laura,MITCHELL,21,computer science,Cis134,4.9E?({Ug/URe^pK4z^..DPkFrr2AwEWtPDtQsGPfvRP3+}*Snk@Q*B♞x.?NUUbuzB?rvY@ZwU(b2}bS%__SeB{Qtv.NrafD9KVVBv?9U)8♫>n9*RUQGrQ?UK@rny*tWt-44-44-23-103-106-56,5-07/12/2022-83-continue the hard work&4-08/12/2022-68-continue the hard work&5-07/12/2022-83-continue the hard work&4-08/12/2022-68-continue the hard work
42,Lauren,PEREZ,71,computer science,Cis135,%@Qvvt/9LYFzyLdn>@%K*Y2@RhvPyZ?%/P9Kgy(hP?nR)§d2fbB4^mE*ByE?2wu+UF§6bBM!BPE2v/^VSyE2rrsS@*EpW..U*d?2Q}^QQkf(v$4%@SqsF)Pmd♞hQ4UnM/-119-75-39-53-124-81,3-07/12/2022-42-continue the hard work&1-07/12/2022-61-continue the hard work&3-07/12/2022-42-continue the hard work&1-07/12/2022-61-continue the hard work
43,Amber,ROBERTS,75,computer science,Cis136,YdDE9dkW>R?RuSFg4rkfvrv/y?z4*mZE*qtzv%$6vPWnq4>ZgF@(MPnV9N4LS>YW?u?W{.?QUFgBzB^Uz{{}@unzAzQDdPM{(.@4♫?YPwQ?f49@vQk4Fbd/?P(Q.♫Qrvz-29-74-45-12-34-113,5-07/12/2022-31-continue the hard work&3-07/12/2022-2-continue the hard work&5-07/12/2022-31-continue the hard work&3-07/12/2022-2-continue the hard work
44,Brittany,TURNER,56,computer science,Cis137,pQVUVZKah@VFD2AzP+h(4y.?QW.?8nrPZAd.4+PB?n@t.♞♫WF2!@se*>UY4.zsKr^2.bFvk♞?h$2r^rhYr2WsuPdh@N§Ey6?_@+nkRzb*_.CUsQUV2@@u+%{d9>W?{2Pa-75-13-128-18-99-28,6-08/12/2022-26-continue the hard work&3-07/12/2022-13-continue the hard work&6-08/12/2022-26-continue the hard work&3-07/12/2022-13-continue the hard work
45,Danielle,PHILLIPS,42,computer science,Cis145,trWyr2b@3dzG/@Ra♞@b@S@PKFNQ)BBr?rWr.v)*^SY?A)UAgv+Y%6BKYzv%>bh>F?U{2!QkWy29@{y!/3V>Vr?*!VvebpRR>SU*Db+C?Pz?PM994Q?/PzgSR9U?k{M9PW-80-72-8-80-80-70,3-07/12/2022-35-continue the hard work&4-07/12/2022-30-continue the hard work&3-07/12/2022-35-continue the hard work&4-07/12/2022-30-continue the hard work
46,Richard,CAMPBELL,49,computer science,Cis146,44WUw{%9?Q/U6nWKV.EQ§gLGk§V.>♫nWp§P{9*Su4aWt>P@@K?Yypy?P5♞kAPs+>%tQBCtYdtu4q4hav$4k^Dfk./z?ArshBayvrG}4U*PVafV?>/EvS♞zuVg?gbr^sS>-56-118-86-73-65-58,2-08/12/2022-43-continue the hard work&5-07/12/2022-23-continue the hard work&2-08/12/2022-43-continue the hard work&5-07/12/2022-23-continue the hard work
47,Kimberly,PARKER,65,computer science,Cis147,zRL>48@Qp*@ex}*PCNP?Y{2@kV2YBb>RZQ>9Brs*DPy?Pb2srrPEvPUU%er@VfeeU*(durWatkVP)2UgS.V_?nb/AP♫*Ypdn{%WF@S{QaWy6ft)RVp{WwuS}rn+bZQKSk-5-57-12-68-120-42,3-08/12/2022-30-continue the hard work&3-07/12/2022-75-continue the hard work&3-08/12/2022-30-continue the hard work&3-07/12/2022-75-continue the hard work
48,Jeffrey,EVANS,43,computer science,Cis156,zt2A*YzP*BQFeazvCfbpcwUP.Kv>>9rUW(5@{2)/(kSK*{v4/surbkK@S9@^fUzYP%^MLhrUpA}@f>vK{^SetDS*V}V9yAt7D>v$qru4Q48*WU@hY@fYPrFzsPb.Q49s)-20-106-95-34-70-101,5-08/12/2022-49-continue the hard work&3-07/12/2022-72-continue the hard work&5-08/12/2022-49-continue the hard work&3-07/12/2022-72-continue the hard work
49,Amy,EDWARDS,25,computer science,Cis157,QzU♫S)BtuM§U_Sr^P4R(URMPP?WLbssYvhv*q!4@{br!QdQb49PwZd/SSGW7)rpRr?unCr9EUpSP44BWE.n?kRS♫+P{{SWWqx@+QSNR*sPrV@)VVV(.fg§PRkLB>FWq+U-62-36-59-96-7-116,1-08/12/2022-74-continue the hard work&1-07/12/2022-29-continue the hard work&1-08/12/2022-74-continue the hard work&1-07/12/2022-29-continue the hard work
50,Crystal,COLLINS,27,computer science,Cis167,EttpWF%ZU9)Q/.ZaEFDEU%U(QkBD4Z?QYPukU?2U/?r%@r.CnQ{Zs{(8YN_Bkr?+WPbZ2S*P?k.nw.WRPx♞V}.V?tktzq@p)r?@zw9.enFrUY4>yGd/ZkPr+avu@DvE}Q-55-104-9-81-122-66,1-08/12/2022-65-continue the hard work&3-07/12/2022-76-continue the hard work&1-08/12/2022-65-continue the hard work&3-07/12/2022-76-continue the hard work
51,Michelle,STEWART,21,computer science,Cis234,rSAV@ay?WsP*Bp4yVK)P?PEYCFQt@P)z+QW6*/♞P@kP>rDSVbK$S♫S@@9YyByr(BzVPQq%Sw(P♫yvby)Qd.rWvvuwkW2VAuRadQ/FKWgP4_2WUuw.dEbSP?Pad2x/R4*4-111-5-68-123-56-91,4-08/12/2022-8-continue the hard work&6-08/12/2022-43-continue the hard work&4-08/12/2022-8-continue the hard work&6-08/12/2022-43-continue the hard work
52,Tiffany,SANCHEZ,15,computer science,Cis235,f/vEgdbatQNvZWKSn+d>R$hdG*V}kvnvBsP}WPR.hr?.Pyrxtg♫Sg$SP@Kp)hFv.NU94KASu@zS%U62+MfR.pP?YEhU4vbV♞KD74W_)Eh>*yF?R>(ssKa♫PU>*♫UQ?Prv-98-89-104-77-47-60,4-08/12/2022-21-continue the hard work&5-07/12/2022-39-continue the hard work&4-08/12/2022-21-continue the hard work&5-07/12/2022-39-continue the hard work
53,Jeremy,MORRIS,42,computer science,Cis236,UYV*cYNStrUurWbv>@{KPeS9t4Qzz+zEYr6ZpQ}b♫@tr.v>WQ.$tkuQP+F4%*b}UkGPGztPGgYpM}_w?)rVY/4?9n44FFChk♫U}(Bnn♫2@♞.z%943.RA$@/ey_Pk?WRY(-4-25-28-34-112-53,2-08/12/2022-9-continue the hard work&2-08/12/2022-80-continue the hard work&2-08/12/2022-9-continue the hard work&2-08/12/2022-80-continue the hard work
54,Benjamin,ROGERS,20,computer science,Cis237,t$PUeEybn?9Pssa?CPtfR9eE?e!cS?pr.mr24D♞Qa.+4@S}qRv.@?+vUYd?Fcu9Q4♫dS}dPerGp!Qv%dSsWWrP2kFnE>@SDqP2bn?Q)^Q@G.v>SCB/2z%%RSVF/p*kB2Y-62-33-71-12-27-60,2-08/12/2022-5-continue the hard work&1-08/12/2022-95-continue the hard work&2-08/12/2022-5-continue the hard work&1-08/12/2022-95-continue the hard work
55,Mark,REED,72,computer science,Cis245,p4.P/>9gd.e>?g)§RQ*@2(V?SW6*dPM(r*§Rs4PP2§{v4By@>YjKEgvvVt%v}*dEbbZU(qSarnCZ§V!QQrVME%bb@S.eera_V?2?W{UQ4+9Wqkn29k9Q8@)WMbN?D?UtD-112-94-116-71-50-114,3-08/12/2022-9-continue the hard work&1-08/12/2022-22-continue the hard work&3-08/12/2022-9-continue the hard work&1-08/12/2022-22-continue the hard work
56,Emily,COOK,66,computer science,Cis246,4mfVv>dZP%.Q)E2Qdrs6A*4ruyrryRF?QVtE6*@nvDyv>}z_b4@V{{tzB49WU58_?@(yV*?(2{qdEAC+A)?s}!dQU%USwedPBY)+?U4r@^Pb2Pp?v4Q?>>vU♞.tBr.A{.-61-83-34-93-1-62,0-08/12/2022-37-continue the hard work&5-08/12/2022-80-continue the hard work&0-08/12/2022-37-continue the hard work&5-08/12/2022-80-continue the hard work
57,Aaron,MORGAN,15,computer science,Cis247,%>3F@bVGzr)UvLWb%_}4m@B9CyhUbpR*.@GSKNqK?)rh@9*$qC6QM{WS4E7L.tY)GPMkkv.{QxbEnfe?/(kNd*n@?zYVY_§4Q>YdZ>SQ@4.V@{Y{PdCbyWU♫.UD.KzSsz-58-20-128-69-73-2,5-07/12/2022-85-continue the hard work&5-08/12/2022-25-continue the hard work&5-07/12/2022-85-continue the hard work&5-08/12/2022-25-continue the hard work
58,Charles,BELL,40,computer science,Cis256,d?q%pb@.Sw§Evk4CtB4PRz2VP*4EdLs%/Y999)B}%RVWz)ph@S)?k9tS2).SUwW9*u*sh}{e♞dnQEC42k9@nr9SQy2VP%4RY%♫2_$bS2pvBPP^s@6zQF?BDCv2t?bwmt4-104-18-125-126-46-73,6-07/12/2022-61-continue the hard work&3-08/12/2022-78-continue the hard work&6-07/12/2022-61-continue the hard work&3-08/12/2022-78-continue the hard work
